EX_glc__D_e,EX_fru_e,EX_lac__D_e,EX_pyr_e,EX_ac_e,EX_akg_e,EX_succ_e,EX_fum_e,EX_mal__L_e,EX_etoh_e,EX_acald_e,EX_for_e,EX_gln__L_e,EX_glu__L_e,EX_co2_e,EX_h_e,EX_h2o_e,EX_nh4_e,EX_o2_e,EX_pi_e,ACALD_flux,ACALDt_flux,ACKr_flux,ACONTa_flux,ACONTb_flux,ACt2r_flux,ADK1_flux,AKGDH_flux,AKGt2r_flux,ALCD2x_flux,ATPM_flux,ATPS4r_flux,Biomass_Ecoli_core_flux,CO2t_flux,CS_flux,CYTBD_flux,D_LACt2_flux,ENO_flux,ETOHt2r_flux,EX_ac_e_flux,EX_acald_e_flux,EX_akg_e_flux,EX_co2_e_flux,EX_etoh_e_flux,EX_for_e_flux,EX_fru_e_flux,EX_fum_e_flux,EX_glc__D_e_flux,EX_gln__L_e_flux,EX_glu__L_e_flux,EX_h_e_flux,EX_h2o_e_flux,EX_lac__D_e_flux,EX_mal__L_e_flux,EX_nh4_e_flux,EX_o2_e_flux,EX_pi_e_flux,EX_pyr_e_flux,EX_succ_e_flux,FBA_flux,FBP_flux,FORt2_flux,FORti_flux,FRD7_flux,FRUpts2_flux,FUM_flux,FUMt2_2_flux,G6PDH2r_flux,GAPD_flux,GLCpts_flux,GLNS_flux,GLNabc_flux,GLUDy_flux,GLUN_flux,GLUSy_flux,GLUt2r_flux,GND_flux,H2Ot_flux,ICDHyr_flux,ICL_flux,LDH_D_flux,MALS_flux,MALt2_2_flux,MDH_flux,ME1_flux,ME2_flux,NADH16_flux,NADTRHD_flux,NH4t_flux,O2t_flux,PDH_flux,PFK_flux,PFL_flux,PGI_flux,PGK_flux,PGL_flux,PGM_flux,PIt2r_flux,PPC_flux,PPCK_flux,PPS_flux,PTAr_flux,PYK_flux,PYRt2_flux,RPE_flux,RPI_flux,SUCCt2_2_flux,SUCCt3_flux,SUCDi_flux,SUCOAS_flux,TALA_flux,THD2_flux,TKT1_flux,TKT2_flux,TPI_flux
0.4616,0.2143,6.6278,4.7313,,0.176,0.2359,,0.2964,0.4197,0.1616,4.796,,,100,100,100,100,100,100,0.5813,0.16159999999999997,0.0,6.799894190505116,6.799894190505116,0.0,1.8287709057889103,5.7232876643180575,0.176,0.4197,8.39,36.33548489309802,0.4971242302413647,-21.149129819963616,6.799894190505115,36.23780899476315,6.6278,-0.8948137178706169,0.4197,0.0,-0.1616,-0.176,21.149129819963616,-0.4197,0.0,-0.2143,0.0,-0.4616,0.0,0.0,-2.803387941358226,19.574481562733798,-6.6278,-0.2964,-2.710719002660112,-18.11890449738157,-1.8287709057888977,-4.7313,-0.2359,-1.7923291233761303e-16,0.0,0.0,0.0,0.0,0.2143,6.675446858497709,0.0,0.544231584536744,-0.1511158694295347,0.46160000000000007,0.12711466567271693,0.0,-2.5836043369873947,0.0,0.0,0.0,0.544231584536744,-19.574481562733798,6.083634996325464,0.7162591941796519,6.6278,0.7162591941796519,0.2964,7.6881060526773615,0.0,0.0,29.56236213626544,0.0,2.710719002660111,18.11890449738157,8.797975574783353,0.0,0.0,-0.1845420517362243,0.15111586942953473,0.5442315845367441,0.8948137178706169,1.8287709057888977,0.0,0.0,1.8287709057889103,0.0,0.0,4.7313,0.005488159660337034,-0.5387434248764069,0.23589999999999997,0.0,6.675446858497709,-5.7232876643180575,0.09247500338873484,1.8879909307499194,0.09247500338873482,-0.08698684372839778,-1.7923291233761303e-16
,0.8025,0.4942,,,6.9137,1.1879,2.9854,,,0.4928,,,,100,100,100,100,100,100,0.4928000000000001,0.4928,0.0,4.495730619246425,4.495730619246425,0.0,0.0,10.711882083624705,6.9137,0.0,8.39,39.05933459786474,0.6465367834106217,-31.031203913569303,4.495730619246424,40.07418547653657,0.4942,-1.135336373031711,0.0,0.0,-0.4928,-6.9137,31.031203913569303,0.0,0.0,-0.8025,-2.9854,0.0,0.0,0.0,-9.698672124782908,14.754736458645628,-0.4942,0.0,-3.525435772581436,-20.03709273826828,-2.378414865132649,0.0,-1.1879,0.10496124783248915,0.0,0.0,0.0,0.0,0.8025,14.885182083624706,2.9854,0.1632858411268969,-0.16811734504942102,0.0,0.16531945551809596,0.0,-3.3601163170633415,0.0,0.0,0.0,0.16328584112689687,-14.754736458645628,4.495730619246422,0.0,0.4941999999999999,1.5948213258617017e-15,0.0,7.924351507466347,0.0,6.960830576158361,28.17440339291186,0.0,3.5254357725814374,20.03709273826828,6.4260211761127515,0.10496124783248914,0.0,-0.2958258817260744,0.16811734504942105,0.1632858411268969,1.1353363730317108,2.378414865132649,0.0,2.2734536173001647,0.0,0.0,0.0,0.0,-0.35587341249762355,-0.5191592536245204,1.1879,0.0,11.899782083624707,-10.711882083624705,-0.061236816843194555,0.0,-0.061236816843194555,-0.29463659565442907,0.10496124783248915
0.2755,3.6391,,,1.0724,,,,,0.2663,,,8.9348,0.3591,100,100,100,100,100,100,0.2663,0.0,1.0724,5.384174615184789,5.384174615184789,1.0724,0.0,13.67879347211578,0.0,0.2663,8.39,58.15480090232625,0.9262036732496108,-33.21943958302616,5.384174615184788,55.53601103276458,0.0,3.9814720802191412,0.2663,-1.0724,0.0,0.0,33.21943958302616,-0.2663,0.0,-3.6391,0.0,-0.2755,-8.9348,-0.3591,-1.0805543146129426,12.709977620445672,0.0,0.0,13.178296610504514,-27.768005516382285,-3.407225452783375,0.0,0.0,2.9933052062186127,0.0,0.0,0.0,0.0,3.6391,13.67879347211578,0.0,0.0,5.367072775400559,0.2755000000000001,0.0,8.934799999999997,4.4803268897544415,8.697969720750075,0.0,0.3591,0.0,-12.709977620445672,5.384174615184789,0.0,0.0,0.0,0.0,7.452942964744603,0.0,6.2258505073711765,41.85721756064879,4.023863177581805,-13.178296610504514,27.768005516382285,7.516700741789678,2.9933052062186127,0.0,0.08562824698382976,-5.36707277540056,0.0,-3.9814720802191412,3.407225452783379,0.0,0.4139202465647356,0.0,-1.0724,0.0,0.0,-0.6657552003318211,-0.6657552003318237,0.0,0.0,13.67879347211578,-13.67879347211578,-0.16569783714435596,0.0,-0.16569783714435593,-0.5000573631874651,2.9933052062186127
,0.2406,1.348,,3.5568,,,,0.8793,,0.2572,0.1353,,0.1183,100,100,100,100,100,100,0.25720000000000004,0.2572,3.5567999999999995,4.260538240677878,4.260538240677878,3.5568,0.0,4.164245115117517,0.0,0.0,8.39,18.495426071441525,0.1685785545852662,-10.050355320346714,4.260538240677878,18.091223306781377,1.348,-0.21912588931357121,0.0,-3.5568,-0.2572,0.0,10.050355320346714,0.0,0.0,-0.2406,0.0,0.0,0.0,-0.1183,-3.518314195019531,10.162448943367613,-1.348,-0.8793,-0.8009251424425398,-9.045611653390688,-0.620149928752812,0.0,0.0,0.07291491175403582,0.0,0.0,0.0,0.0,0.2406,4.196958838135836,0.0,0.0,0.03306762834598703,0.0,0.04310553640745258,0.0,-0.7578196060350865,0.0,0.0,0.1183,0.0,-10.162448943367613,4.22782451765956,0.032713723018319124,1.348,0.032713723018319124,0.8793000000000001,5.108972561154156,0.0,0.0,13.894264468645542,1.2737803603430848,0.800925142442539,9.045611653390688,1.1110506705708576,0.0729149117540358,0.0,-0.03455860368997956,-0.03306762834598703,0.0,0.21912588931357121,0.620149928752812,0.0,0.5472350169987822,0.0,-3.5567999999999995,0.0,0.0,-0.12117426503588932,-0.12117426503588932,0.0,0.0,4.196958838135836,-4.164245115117517,-0.030158703415304123,0.0,-0.030158703415304116,-0.09101556162058522,0.07291491175403582
,,,0.1124,0.3479,,0.2053,0.558,1.9409,7.8024,0.6569,,,,100,100,100,100,100,100,8.459299999999999,0.6568999999999999,0.34789999999999993,5.913539406840856,5.913539406840856,0.34789999999999793,0.0,4.099237612591203,0.0,7.802399999999999,8.39,31.89557598987515,0.4044208471315862,-11.558068639891792,5.913539406840856,33.12723539704593,0.0,-1.6800855252387528,7.802399999999999,-0.3479,-0.6569,0.0,11.558068639891792,-7.8024,0.0,0.0,-0.558,0.0,0.0,0.0,2.243982193459599,18.9318318587371,0.0,-1.9409,-2.205225995239115,-16.56361769852296,-1.4877429703429799,-0.1124,-0.2053,-0.4022774166417902,0.40227741664178973,0.0,0.0,0.0,0.0,6.240509754870589,0.558,0.0,-1.0750719379299,0.0,0.10341041061154657,3.2750954203764503e-15,-2.101815584627566,0.0,0.0,0.0,0.0,-18.9318318587371,4.535567264561471,1.3779721422793962,0.0,1.3779721422793854,1.9409,8.526138521395616,0.0,1.0332433757543587,27.444725642175335,0.0,2.205225995239113,16.56361769852296,0.0,0.0,0.0,-0.08290627366197517,1.0750719379298994,0.0,1.6800855252387528,1.4877429703429799,0.0,1.8900203869847592,0.0,-0.34789999999999993,0.0,0.1124,-0.29069770491818414,-0.29069770491818414,0.2053,0.0,5.682509754870589,-4.099237612591203,-0.07235088955184078,1.8017592986573359,-0.07235088955184077,-0.2183468153663434,-0.4022774166417902
,2.0207,,0.2995,0.1581,3.9795,,,,2.7831,0.3064,0.2276,,5.1451,100,100,100,100,100,100,3.0895000000000006,0.3064,0.1581,4.597530437886162,4.597530437886162,0.1581,0.0,12.810013336204399,3.9794999999999923,2.7831,8.39,48.01311788031486,0.8454139416829805,-29.163887004709935,4.597530437886161,48.84200789346049,0.0,0.35063399093956865,2.7831,-0.1581,-0.3064,-3.9795,29.163887004709935,-2.7831,0.0,-2.0207,0.0,0.0,0.0,-5.1451,-1.747796329839398,19.55662032150543,0.0,0.0,0.5352268587910471,-24.42100394673024,-3.1100242672691714,-0.2995,0.0,1.0011038810811121,0.0,0.0,0.0,0.0,2.0207,12.810013336204397,0.0,0.535988613380482,1.6153732476973075,0.0,0.21617234488833806,0.0,0.7513992036793843,0.0,0.0,5.1451,0.5359886133804819,-19.55662032150543,4.597530437886165,0.0,0.0,-2.3922319887925524e-15,0.0,8.21695191367921,0.0,4.593061422525185,36.03199455725609,0.0,-0.5352268587910459,24.42100394673024,4.518372808525638,1.0011038810811124,0.0,-0.709298471425493,-1.6153732476973077,0.535988613380482,-0.35063399093956865,3.1100242672691714,0.0,2.1089203861880668,0.0,-0.1581,0.0,0.2995,-0.25035779902807176,-0.7863464124085537,0.0,0.0,12.810013336204397,-12.810013336204399,0.02741831695974209,0.0,0.027418316959742083,-0.2777761159878139,1.0011038810811121
6.6259,0.4696,2.558,,,,0.5323,4.469,1.7763,1.9313,0.176,,5.6609,,100,100,100,100,100,100,2.1073000000000004,0.17599999999999996,0.0,10.618591749322102,10.618591749322103,0.0,0.0,14.721680466375403,0.0,1.9313000000000002,8.39,80.93619137905793,1.4438884817376116,-48.4311037154151,10.6185917493221,78.87844848335655,2.558,7.903573636381914,1.9313000000000002,0.0,-0.176,0.0,48.4311037154151,-1.9313,0.0,-0.4696,-4.469,-6.6259,-5.6609,0.0,1.5294029436563414,32.650964971784624,-2.558,-1.7763,3.4485648867811585,-39.439224241678275,-5.311632557768211,0.0,-0.5323,5.3701836832800725,0.0,0.0,0.0,0.0,0.4696,19.722980466375407,4.469,0.8672413318065857,10.06363080506138,6.625900000000001,0.0,5.660899999999999,-1.8431328284385358,5.291697715219691,0.0,0.0,0.8672413318065856,-32.650964971784624,10.618591749322103,0.0,2.558,0.0,1.7763,13.198387299642713,0.0,8.300893166732694,63.62446801698114,0.0,-3.4485648867811545,39.439224241678275,13.922697001178319,5.37018368328007,0.0,5.462661529437205,-10.063630805061381,0.8672413318065857,-7.903573636381914,5.311632557768211,0.0,0.0,0.0,0.0,0.05855112551192956,0.0,-0.4597061528019396,-1.3269474846085267,0.5323,0.0,15.253980466375406,-14.721680466375407,0.030768794552669326,0.0,0.030768794552669322,-0.49047494735460884,5.3701836832800725
0.1906,,,,,,,0.9438,,6.1532,5.4568,,,,100,100,100,100,100,100,11.610000000000003,5.4568,0.0,6.913281426586685,6.913281426586684,0.0,0.0,3.354793730859905,0.0,6.1532,8.39,33.20700916014033,0.4264794026327461,-9.989755781262197,6.913281426586684,34.86900588775695,0.0,-1.390523382357218,6.1532,0.0,-5.4568,0.0,9.989755781262197,-6.1532,0.0,0.0,-0.9438,-0.1906,0.0,0.0,6.66757681681287,17.362002341800164,0.0,0.0,-2.325506886675836,-17.43450294387847,-1.568889778465074,0.0,0.0,-0.23361906179879266,0.2336190617987926,0.0,0.0,0.0,0.0,7.396952799086218,0.9438,0.0,-0.7525101960186283,0.19060000000000002,0.10905078325319323,0.0,-2.2164561034226464,0.0,0.0,0.0,0.0,-17.362002341800164,3.8149223583603726,3.098359068226312,0.0,3.098359068226312,0.0,9.477781015534488,0.0,1.017530851778041,28.415853088670726,0.0,2.3255068866758357,17.43450294387847,0.0,0.0,0.0,0.10317172246028704,0.7525101960186285,0.0,1.390523382357218,1.5688897784650735,0.0,1.8025088402638767,0.0,0.0,0.0,0.0,-0.3065533946124172,-0.3065533946124172,0.0,0.0,6.453152799086217,-3.3547937308599045,-0.0762971651309979,2.940133902843388,-0.0762971651309979,-0.23025622948141958,-0.23361906179879266
,,,6.3262,1.1464,2.3247,0.1839,0.9912,,2.4124,4.4174,0.6973,4.2669,,100,100,100,100,100,100,6.8298,4.4174,1.1464,9.487178115865943,9.487178115865943,1.1464,0.0,15.117374427320065,2.3247000000000044,2.4124,8.39,58.51563920252522,0.8910961984853721,-34.66835572535575,9.487178115865941,59.10971882057364,0.0,-3.7018809373677803,2.4124,-1.1464,-4.4174,-2.3247,34.66835572535575,-2.4124,0.0,0.0,-0.9912,0.0,-4.2669,0.0,-5.130610258383385,17.629256873602593,0.0,0.0,3.674830648898962,-29.554859410286817,-3.278075585368128,-6.3262,-0.1839,-0.8863733886333995,0.8863733886333997,0.0,0.0,0.0,0.0,16.292474427320073,0.9912,0.0,-2.3688010244336635,0.0,0.0,4.266899999999999,-0.3642160531483273,4.039046702047289,0.0,0.0,0.0,-17.629256873602593,9.487178115865936,0.0,0.0,5.581874640515956e-15,0.0,15.243748667701293,0.0,1.048725759618786,43.80844439325356,0.0,-3.6748306488989626,29.554859410286817,4.850628448549425,0.0,0.0,-0.18267472068950122,2.368801024433664,0.0,3.7018809373677803,3.278075585368128,0.0,4.164448974001537,0.0,-1.1464,0.0,6.326200000000001,-0.6405199474712857,-0.6405199474712856,0.1839,0.0,15.301274427320074,-15.117374427320067,-0.15941710990903316,1.437424341911175,-0.15941710990903316,-0.48110283756225247,-0.8863733886333995
0.974,,,2.9132,,,,0.3173,,,1.8458,,,,100,100,100,100,100,100,1.8458000000000003,1.8458,0.0,3.7654373266250194,3.76543732662502,0.0,0.1747278743123969,3.2015971099344624,0.0,0.0,8.39,18.35322833780469,0.22338451430867284,-10.03816030133728,3.7654373266250194,17.85781092869005,0.0,0.9152310270652356,0.0,0.0,-1.8458,0.0,10.03816030133728,0.0,0.0,0.0,-0.3173,-0.974,0.0,0.0,0.9332933570319611,8.117582457367378,0.0,0.0,-1.2180710796223304,-8.928905464345023,-0.8217646127873117,-2.9132,0.0,0.6470367384749178,0.0,0.0,0.0,0.0,0.0,3.841727774137394,0.3173,0.3142880554267366,1.249414260471009,0.9740000000000001,0.057119420308727645,0.0,-1.1609516593136033,0.0,0.0,0.0,0.31428805542673655,-8.117582457367378,3.442606662422089,0.3228306642029312,0.0,0.3228306642029312,0.0,4.164558438340325,0.0,0.0,14.333383154552655,0.0,1.2180710796223306,8.928905464345023,3.0796684735539936,0.6470367384749179,0.0,0.6139181191399854,-1.2494142604710092,0.3142880554267366,-0.9152310270652356,0.8217646127873117,0.0,0.0,0.17472787431239692,0.0,0.0,2.9132000000000002,0.048956581399417026,-0.26533147402731955,0.0,0.0,3.5244277741373935,-3.2015971099344624,0.06479919553242396,0.0,0.06479919553242394,-0.015842614133006947,0.6470367384749178
,,,6.7768,,,0.1369,1.6627,0.7488,,4.7223,2.7737,,7.918,100,100,100,100,100,100,4.7223,4.7223,0.0,8.241438191745441,8.241438191745441,0.0,0.0,15.110761863455254,0.0,0.0,8.39,58.78860690872367,0.9719865866068839,-38.19522481365073,8.241438191745441,59.21062224174904,0.0,-4.037923876740973,0.0,0.0,-4.7223,0.0,38.19522481365073,0.0,0.0,0.0,-1.6627,0.0,0.0,-7.918,-8.211549072666058,18.45166390513005,0.0,-0.7488,2.617951540549992,-29.605311120874514,-3.57564705615073,-6.7768,-0.1369,-0.9668350576978664,0.9668350576978684,0.0,0.0,0.0,0.0,16.910361863455268,1.6627,-1.9188442511253556e-16,-2.583831943177078,0.0,0.24853697019538004,0.0,2.866488510745372,0.0,0.0,7.917999999999997,0.0,-18.45166390513005,8.241438191745429,0.0,0.0,1.3221940992580233e-14,0.7488,14.52056873988457,1.5835757744056664,1.5550173491650474,43.962960378293765,0.0,-2.6179515405499902,29.605311120874514,7.161949521030734,0.0,0.0,-0.19925725025441118,2.5838319431770773,-1.9188442511253556e-16,4.037923876740973,3.5756470561507316,0.0,4.542482113848608,0.0,0.0,0.0,6.7768,-0.6986639584530283,-0.6986639584530281,0.1369,0.0,15.247661863455269,-15.110761863455256,-0.17388840034397188,0.0,-0.17388840034397188,-0.5247755581090565,-0.9668350576978664
,,0.1634,2.8601,,,0.1413,,1.562,0.9834,3.482,0.4661,,,100,100,100,100,100,100,4.465400000000001,3.482,0.0,5.090074251387289,5.090074251387289,0.0,0.4869834371222435,4.776624616115876,0.0,0.9834,8.39,23.68112668479502,0.29052705095135206,-12.450976083239736,5.090074251387289,23.553595519269766,0.1634,-1.206936527767202,0.9834,0.0,-3.482,0.0,12.450976083239736,-0.9834,0.0,0.0,0.0,0.0,0.0,0.0,-0.6021273579158546,10.987291333189773,-0.1634,-1.562,-1.5841859034275332,-11.77679775963488,-1.06876186233474,-2.8601,-0.1413,-0.28898725758130983,0.28898725758130983,0.0,0.0,0.0,0.0,4.917924616115877,0.0,0.0,-0.7723080595439792,0.0,0.07428776692826071,0.0,-1.509898136499272,0.0,0.0,0.0,0.0,-10.987291333189773,5.090074251387289,0.0,0.1634,0.0,1.562,6.479924616115874,0.0,0.0,18.635670903153887,0.0,1.584185903427533,11.77679775963488,1.7135115329427657,0.0,0.0,-0.059558045445027165,0.7723080595439793,0.0,1.2069365277672017,1.06876186233474,0.0,0.8707656827938052,0.4869834371222435,0.0,0.0,2.8601000000000005,-0.20883084422383189,-0.20883084422383186,0.1413,0.0,4.917924616115877,-4.7766246161158765,-0.0519752894151969,0.20478125220110344,-0.05197528941519689,-0.156855554808635,-0.28898725758130983
0.1024,2.405,,8.3984,3.8021,4.1197,,,,,,0.1608,0.4258,,100,100,100,100,100,100,0.0,0.0,3.8020999999999994,9.076787639392114,9.076787639392114,3.8020999999999994,0.15871124910417939,12.725078637294839,4.1197,0.0,8.39,50.986526449584645,0.8315960720152726,-35.182313357354055,9.076787639392112,51.3782102769944,0.0,0.6178919758459137,0.0,-3.8021,0.0,-4.1197,35.182313357354055,0.0,0.0,-2.405,0.0,-0.1024,-0.4258,0.0,-4.609682795373687,23.32479178434215,0.0,0.0,-3.682927061484876,-25.689105138497197,-3.0591924701226016,-8.3984,0.0,0.73800292498537,0.0,0.0,0.0,0.0,2.405,12.725078637294837,0.0,2.8266253865431152,1.8619596995807615,0.10240000000000002,0.0,0.4257999999999999,-3.8960879458705726,0.21316088438569508,0.0,0.0,2.826625386543115,-23.32479178434215,9.076787639392114,0.0,0.0,0.0,0.0,12.725078637294837,0.0,0.0,38.65313163969956,0.0,3.682927061484877,25.689105138497197,8.391343398090957,0.73800292498537,0.0,-2.894702581306246,-1.8619596995807615,2.8266253865431152,-0.6178919758459136,3.0591924701226016,0.0,2.1624782960330338,0.15871124910417939,-3.8020999999999994,0.0,8.3984,1.2866656677974988,-1.5399597187456164,0.0,0.0,12.725078637294839,-12.725078637294839,0.7934359248975059,0.0,0.7934359248975059,0.4932297428999925,0.73800292498537
,0.1199,,9.4479,,7.0876,,,2.5772,0.2297,7.7289,,,0.277,100,100,100,100,100,100,7.9586000000000015,7.7289,0.0,12.147904029512606,12.147904029512606,0.0,0.0,18.332695293248204,7.0876,0.2297,8.39,63.39863475727218,1.0935292763596274,-45.57641487987788,12.147904029512604,67.75817136695704,0.0,-4.303048672780794,0.2297,0.0,-7.7289,-7.0876,45.57641487987788,-0.2297,0.0,-0.1199,0.0,0.0,0.0,-0.277,-7.395302716225962,27.01751954059201,0.0,-2.5772,-5.685796438133779,-33.879085683478515,-4.022766148944137,-9.4479,0.0,-0.9678335711949165,0.9678335711949192,0.0,0.0,0.0,0.11989999999999999,18.332695293248204,0.0,-9.953291905496376e-15,-2.6671288753467914,0.0,0.2796154359651572,0.0,-5.406181002168622,0.0,0.0,0.277,0.0,-27.01751954059201,12.147904029512606,0.0,0.0,0.0,2.5772,19.092312507723435,0.0,1.817582785524771,49.42547607370883,0.0,5.685796438133779,33.879085683478515,8.28763305145322,0.0,0.0,-0.22417350165371364,2.667128875346792,0.0,4.303048672780797,4.022766148944137,0.0,4.990599720139077,0.0,0.0,0.0,9.4479,-0.7860288438473032,-0.7860288438473031,0.0,0.0,18.332695293248204,-18.332695293248207,-0.19563238754073886,5.687084246616837,-0.19563238754073883,-0.5903964563065643,-0.9678335711949165
0.1288,1.3224,,0.8134,,1.1088,,,,,1.9458,1.9968,,0.5363,100,100,100,100,100,100,1.9458000000000004,1.9458000000000002,0.0,3.1369161243862282,3.1369161243862282,0.0,0.0,4.472791221793933,1.1088,0.0,8.39,20.16951850860088,0.2866112731414365,-11.067613965829608,3.1369161243862282,19.851025345901586,0.0,1.5887834446225837,0.0,0.0,-1.9458,-1.1088,11.067613965829608,0.0,0.0,-1.3224,0.0,-0.1288,0.0,-0.5363,1.645822139217232,9.051805123901095,0.0,0.0,-1.0265339501856245,-9.925512672950791,-1.0543568905054044,-0.8134,0.0,1.0431604232402658,0.0,0.0,0.0,0.0,1.3224,4.472791221793934,0.0,0.36884203009784283,2.0175539092421726,0.1288,0.0732865025422653,0.0,-0.9532474476433594,0.0,0.0,0.5363,0.3688420300978428,-9.051805123901095,3.1369161243862282,0.0,0.0,0.0,0.0,3.660200953373169,0.0,0.8125902684207646,15.378234124107653,0.0,1.0265339501856245,9.925512672950791,2.265277853865703,1.0431604232402663,0.0,-0.29879734109183725,-2.0175539092421726,0.36884203009784283,-1.5887834446225837,1.0543568905054044,0.0,0.011196467265135884,0.0,0.0,0.0,0.8134000000000001,0.039878503597830635,-0.3289635265000121,0.0,0.0,4.472791221793934,-4.472791221793934,0.07167258660094464,0.0,0.07167258660094462,-0.031794083003113954,1.0431604232402658
0.8392,0.7139,,9.5649,,5.6667,,,,,,0.6839,1.0973,2.9903,100,100,100,100,100,100,0.0,0.0,0.0,7.47111148425569,7.47111148425569,0.0,0.0,16.12379986895679,5.6667,0.0,8.39,58.334202562629635,1.0210507139669114,-43.33347634178112,7.47111148425569,59.32017922272794,0.0,-1.6730118358498505,0.0,0.0,0.0,-5.6667,43.33347634178112,0.0,0.0,-0.7139,0.0,-0.8392,-1.0973,-2.9903,-8.591222677823827,20.60041816260171,0.0,0.0,-0.3826853331187757,-29.660089611363965,-3.756139261470089,-9.5649,0.0,7.667185694442363e-16,0.0,0.0,0.0,0.0,0.7139,16.12379986895679,0.0,1.6123825644513359,-0.14551996775535295,0.8392000000000001,0.0,1.0972999999999997,-1.2189026655574355,0.8362173324386606,0.0,2.9903,1.6123825644513357,-20.60041816260171,7.47111148425569,0.0,0.0,0.0,0.0,13.051562056370443,0.0,3.0722378125863483,43.19637935377114,0.0,0.3826853331187749,29.660089611363965,11.29780535006088,0.0,0.0,-0.9824979608145512,0.14551996775535297,1.6123825644513359,1.6730118358498505,3.756139261470089,0.0,3.756139261470076,0.0,0.0,0.0,9.5649,0.34099045643480813,-1.2713921080165274,0.0,0.0,16.12379986895679,-16.12379986895679,0.3547948820884315,0.7529348363022539,0.35479488208843146,-0.013804425653623402,7.667185694442363e-16
,,,,,,,,,,1.7989,,,,100,100,100,100,100,100,1.7989000000000002,1.7989000000000002,0.0,1.5619128651683967,1.561912865168397,0.0,0.0,1.36972126024926,0.0,0.0,8.39,8.151494689288935,0.01678426689365168,-2.8835371302072086,1.5619128651683967,7.527165678502917,0.0,-0.06972687995629695,0.0,0.0,-1.7989,0.0,2.8835371302072086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33669239388664574,3.0058004439673214,0.0,0.0,-0.09152125051770377,-3.763582839251458,-0.061744282621671955,0.0,0.0,-0.0166953102791153,0.016695310279115298,0.0,0.0,0.0,0.0,1.543804319616836,0.0,0.0,-0.04461761668339421,4.4373849616072664e-18,0.004291737044706731,-2.2976388087221793e-17,-0.08722951347299701,0.0,0.0,4.166064021944628e-17,0.0,-3.0058004439673214,1.387829805800821,0.17408305936757573,0.0,0.17408305936757573,0.0,1.670340907728076,0.0,0.04754647125633633,5.98336135888608,1.1294830129203546,0.09152125051770373,3.763582839251458,0.0,0.0,0.0,-0.003440774713198584,0.04461761668339421,0.0,0.06972687995629695,0.06174428262167194,0.0,0.07843959290079155,0.0,0.0,0.0,0.0,-0.012064531043156813,-0.012064531043156815,0.0,0.0,1.543804319616836,-1.3697212602492603,-0.003002705347274292,0.0,-0.0030027053472742914,-0.009061825695882538,-0.0166953102791153
0.587,0.2932,0.1086,,2.2871,0.717,,9.4503,,,0.1214,0.3914,0.3754,,100,100,100,100,100,100,0.12140000000000002,0.12140000000000001,2.2870999999999997,6.925006938096345,6.925006938096345,2.2871,0.0,7.414123290224728,0.717,0.0,8.39,38.86509642037199,0.559165490658635,-29.891632962276482,6.925006938096344,37.901763477052064,0.1086,-0.5625411978431677,0.0,-2.2871,-0.1214,-0.717,29.891632962276482,0.0,0.0,-0.2932,-9.4503,-0.587,-0.3754,0.0,-12.264240257387826,12.504018062430228,-0.1086,0.0,-2.2982175874634043,-18.95088173852603,-2.0570020904859243,0.0,0.0,0.3239980864418559,0.0,0.0,0.0,0.0,0.2932,16.864423290224742,9.4503,-3.5500250883828856e-16,0.2739703761821501,0.587,0.0,0.37539999999999996,-2.5306389715019915,0.23242138403858595,0.0,2.3503243929933217e-16,0.0,-12.504018062430228,6.925006938096328,0.0,0.10860000000000002,1.6021928619945872e-14,0.0,9.657071924300192,0.0,7.20735136592457,30.487640186827313,4.316967236767278,2.298217587463405,18.95088173852603,6.61214736398679,0.3239980864418562,0.0,0.47237107441497983,-0.2739703761821503,0.0,0.5625411978431679,2.0570020904859243,0.0,1.7330040040440657,0.0,-2.2870999999999997,0.0,0.0,-0.40192815468542664,-0.4019281546854266,0.0,0.0,7.414123290224744,-7.414123290224728,-0.10003470627882985,0.0,-0.10003470627882981,-0.301893448406597,0.3239980864418559
