EX_glc__D_e,EX_fru_e,EX_lac__D_e,EX_pyr_e,EX_ac_e,EX_akg_e,EX_succ_e,EX_fum_e,EX_mal__L_e,EX_etoh_e,EX_acald_e,EX_for_e,EX_gln__L_e,EX_glu__L_e,EX_co2_e,EX_h_e,EX_h2o_e,EX_nh4_e,EX_o2_e,EX_pi_e,ACALD_flux,ACALDt_flux,ACKr_flux,ACONTa_flux,ACONTb_flux,ACt2r_flux,ADK1_flux,AKGDH_flux,AKGt2r_flux,ALCD2x_flux,ATPM_flux,ATPS4r_flux,Biomass_Ecoli_core_flux,CO2t_flux,CS_flux,CYTBD_flux,D_LACt2_flux,ENO_flux,ETOHt2r_flux,EX_ac_e_flux,EX_acald_e_flux,EX_akg_e_flux,EX_co2_e_flux,EX_etoh_e_flux,EX_for_e_flux,EX_fru_e_flux,EX_fum_e_flux,EX_glc__D_e_flux,EX_gln__L_e_flux,EX_glu__L_e_flux,EX_h_e_flux,EX_h2o_e_flux,EX_lac__D_e_flux,EX_mal__L_e_flux,EX_nh4_e_flux,EX_o2_e_flux,EX_pi_e_flux,EX_pyr_e_flux,EX_succ_e_flux,FBA_flux,FBP_flux,FORt2_flux,FORti_flux,FRD7_flux,FRUpts2_flux,FUM_flux,FUMt2_2_flux,G6PDH2r_flux,GAPD_flux,GLCpts_flux,GLNS_flux,GLNabc_flux,GLUDy_flux,GLUN_flux,GLUSy_flux,GLUt2r_flux,GND_flux,H2Ot_flux,ICDHyr_flux,ICL_flux,LDH_D_flux,MALS_flux,MALt2_2_flux,MDH_flux,ME1_flux,ME2_flux,NADH16_flux,NADTRHD_flux,NH4t_flux,O2t_flux,PDH_flux,PFK_flux,PFL_flux,PGI_flux,PGK_flux,PGL_flux,PGM_flux,PIt2r_flux,PPC_flux,PPCK_flux,PPS_flux,PTAr_flux,PYK_flux,PYRt2_flux,RPE_flux,RPI_flux,SUCCt2_2_flux,SUCCt3_flux,SUCDi_flux,SUCOAS_flux,TALA_flux,THD2_flux,TKT1_flux,TKT2_flux,TPI_flux
,0.1557,,,4.1591,,0.6239,4.7361,,7.6041,,,1.0852,0.4981,100,100,100,100,100,100,7.604099999999999,0.0,4.1591,9.215601598184309,9.21560159818431,4.159099999999994,0.0,10.04989314569848,0.0,7.604099999999999,8.39,49.72931984370552,0.6942334345035054,-24.2736490779861,9.215601598184309,50.47089160871318,0.0,-2.5726539569579145,7.604099999999999,-4.1591,0.0,0.0,24.2736490779861,-7.6041,0.0,-0.1557,-4.7361,0.0,-1.0852,-0.4981,-4.119377303859694,22.58692310828341,0.0,0.0,-1.1170160716607158,-25.235445804356583,-2.553876535508055,0.0,-0.6239,-0.5348539973006357,0.5348539973006357,0.0,0.0,0.0,0.1557,15.409893145698481,4.7361,0.0,-1.5340807389406679,0.0,0.0,1.0851999999999997,-2.0247005824581694,0.9076845107974522,0.0,0.49810000000000715,0.0,-22.58692310828341,9.215601598184309,0.0,0.0,0.0,0.0,13.544719008420401,0.0,1.8651741372780797,39.79709846301469,0.011671391636003418,1.117016071660717,25.235445804356583,0.05424966401655083,0.0,0.0,-0.14231785407321917,1.5340807389406679,0.0,2.572653956957914,2.5538765355080564,0.0,3.088730532808678,0.0,-4.1591,0.0,0.0,-0.4990149927211201,-0.49901499272112054,0.6239,0.0,10.67379314569848,-10.04989314569848,-0.12419836143267705,0.0,-0.12419836143267703,-0.37481663128844306,-0.5348539973006357
0.2385,,,2.516,1.3079,8.5278,,5.8247,,,4.9354,0.3612,9.829,,100,100,100,100,100,100,4.9354000000000005,4.9354,1.3078999999999998,10.859930958502328,10.85993095850233,1.3079,0.0,27.493050053315795,8.5278,0.0,8.39,98.5858133184175,1.597628051892241,-68.56053943769977,10.859930958502328,97.31244329381433,0.0,-6.160026215975934,0.0,-1.3079,-4.9354,-8.5278,68.56053943769977,0.0,0.0,0.0,-5.8247,-0.2385,-9.829,0.0,-20.13848127904179,19.490301218903667,0.0,0.0,10.946453758641987,-48.65622164690716,-5.877194314496035,-2.516,0.0,-1.3506606232172118,1.3506606232172118,0.0,0.0,0.0,0.0,33.3177500533158,5.8247,0.0,-3.7699746503451417,0.23850000000000002,0.0,9.828999999999999,1.5259672515108362,9.420486507131153,0.0,0.0,0.0,-19.490301218903667,10.859930958502328,0.0,0.0,0.0,0.0,20.942267936531394,0.0,12.375482116784402,69.81939324049853,3.9476418295506432,-10.94645375864199,48.65622164690716,10.604221371384066,0.0,0.0,-0.08901375063790933,3.7699746503451426,0.0,6.160026215975934,5.877194314496035,0.0,7.227854937713196,0.0,-1.3079,0.0,2.5160000000000005,-1.1483750437001428,-1.1483750437001428,0.0,0.0,27.493050053315795,-27.493050053315795,-0.2858156584835219,0.0,-0.28581565848352186,-0.8625593852166209,-1.3506606232172118
,0.2097,0.1024,,2.1233,,1.2516,,0.1596,2.0134,0.2809,2.6568,,2.4199,100,100,100,100,100,100,2.2943000000000002,0.2809,2.1232999999999995,4.01110263134037,4.011102631340371,2.1233,0.0,6.067329877080556,0.0,2.0134,8.39,26.535007195818167,0.33707735124646826,-13.80040477903093,4.01110263134037,27.13841930650978,0.1024,-0.9809204402832029,2.0134,-2.1233,-0.2809,0.0,13.80040477903093,-2.0134,0.0,-0.2097,0.0,0.0,0.0,-2.4199,-3.126128333995839,12.018211036450712,-0.1024,-0.1596,0.5818846191232583,-13.569209653254887,-1.2400064520303884,0.0,-1.2516,-0.1255908412848619,0.12559084128486192,0.0,0.0,0.0,0.2097,7.318929877080556,0.0,0.0,-0.4766527228184865,0.0,0.08619067871372192,0.0,0.6680752978369803,0.0,0.0,2.4199,0.0,-12.018211036450712,4.011102631340371,0.0,0.1024,0.0,0.1596,5.97895602812768,0.0,1.499573848952876,19.819489429429222,1.787341753826364,-0.5818846191232584,13.569209653254887,0.8568011283418852,0.0,0.0,-0.069100857005526,0.4766527228184866,0.0,0.9809204402832029,1.2400064520303884,0.0,1.3655972933152445,0.0,-2.1232999999999995,0.0,0.0,-0.24229120007596142,-0.2422912000759614,1.2516,0.0,7.318929877080556,-6.067329877080556,-0.06030313813799319,0.0,-0.060303138137993186,-0.18198806193796824,-0.1255908412848619
,9.0737,,,,0.3169,,,6.4893,1.5127,,,0.7392,0.9408,100,100,100,100,100,100,1.5127000000000002,0.0,0.0,9.119572861612419,9.119572861612419,0.0,0.0,9.755755679030807,0.3169,1.5127,8.39,65.87013835623938,1.2612078807874814,-39.73796802914836,9.119572861612417,64.29277119633993,0.0,11.688987756023895,1.5127,0.0,0.0,-0.3169,39.73796802914836,-1.5127,0.0,-9.0737,0.0,0.0,-0.7392,-0.9408,8.327430088596808,39.215510715956654,0.0,-6.4893,-4.457914332357976,-32.146385598169964,-4.639605431052878,0.0,0.0,6.600200176160023,0.0,0.0,0.0,0.0,9.0737,9.755755679030807,0.0,3.6569290344620144,13.575754745681968,0.0,0.0,0.7391999999999999,-4.8746234772406165,0.4167091448826414,0.0,0.9408,3.6569290344620136,-39.215510715956654,9.119572861612419,0.0,0.0,0.0,6.4893,11.372972982215412,0.0,4.8720826968153945,54.53701551730911,0.0,4.457914332357975,32.146385598169964,12.333627757227738,6.6002001761600235,0.0,-3.9154766500234484,-13.57575474568197,3.6569290344620144,-11.688987756023895,4.639605431052878,0.0,0.0,0.0,0.0,1.9605947451071135,0.0,1.531396464931301,-2.1255325695307135,0.0,0.0,9.755755679030807,-9.755755679030807,0.9933462549477908,0.0,0.9933462549477907,0.5380502099835104,6.600200176160023
,3.1292,,,,5.8477,1.2751,0.3623,0.4587,,8.0564,,,,100,100,100,100,100,100,8.0564,8.0564,0.0,7.5943513867332255,7.594351386733226,0.0,0.0,12.412117444355381,5.8477,0.0,8.39,54.29395389829802,0.9546148321233177,-31.88678851157618,7.5943513867332255,55.01021660831682,0.0,1.1071745732917195,0.0,0.0,-8.0564,-5.8477,31.88678851157618,0.0,0.0,-3.1292,-0.3623,0.0,0.0,0.0,3.261973532393785,24.686784794695264,0.0,-0.4587,-5.205323756602034,-27.505108304158405,-3.511741582932081,0.0,-1.2751,0.9941755968685523,0.0,0.0,0.0,0.0,3.1292,14.04951744435538,0.3623,3.5564070888551584,2.5352783621482016,0.0,0.24409501257393196,0.0,-4.9612287440280936,0.0,0.0,-1.7660826655353767e-14,3.556407088855158,-24.686784794695264,7.594351386733226,0.0,0.0,0.0,0.4587,11.81752769335145,0.0,2.6906897510039323,41.322999163961434,0.0,5.205323756602025,27.505108304158405,3.1156568545649947,0.9941755968685506,0.0,-3.7521031294404383,-2.5352783621482016,3.556407088855159,-1.1071745732917173,3.511741582932081,0.0,2.5175659860634916,0.0,0.0,0.0,0.0,1.684760917906533,-1.8716461709486258,1.2751,0.0,13.687217444355381,-12.412117444355381,1.0146884361515256,0.0,1.0146884361515254,0.670072481755007,0.9941755968685523
,0.1906,1.0881,,,1.6983,,,9.5523,0.1564,2.4664,,,1.3808,100,100,100,100,100,100,2.6228000000000002,2.4664,0.0,6.904720751008394,6.904720751008394,0.0,0.0,9.233552972053108,1.6983,0.1564,8.39,45.452843900095345,0.6954006663780566,-33.66507694194862,6.9047207510083926,44.61944846309789,1.0881,-2.5077029883343567,0.1564,0.0,-2.4664,-1.6983,33.66507694194862,-0.1564,0.0,-0.1906,0.0,0.0,0.0,-1.3808,-12.401162632456273,23.17655355611297,-1.0881,-9.5523,-2.411080753626283,-22.30972423154894,-2.5581704314049776,0.0,0.0,-0.5011150428462545,0.5011150428462527,0.0,0.0,0.0,0.1906,9.233552972053108,0.0,0.0,-1.4673835914327902,0.0,0.17781395039286907,0.0,-2.2332668032334144,0.0,0.0,1.3808,0.0,-23.17655355611297,6.904720751008394,0.0,1.0881,0.0,9.552300000000002,11.20647859587728,0.0,7.57937437617583,35.38589549104478,3.1912179824441433,2.4110807536262833,22.30972423154894,6.888143368460073,0.0,0.0,-0.1425571366075016,1.4673835914327906,0.0,2.5077029883343567,2.5581704314049776,0.0,3.059285474251212,0.0,0.0,0.0,0.0,-0.4998539989925509,-0.4998539989925509,0.0,0.0,9.233552972053108,-9.233552972053108,-0.12440717921503705,0.0,-0.12440717921503704,-0.37544681977751243,-0.5011150428462545
,3.9047,1.9949,1.0536,6.0257,,0.4742,,,3.9499,2.5347,1.007,6.7063,,100,100,100,100,100,100,6.484600000000001,2.5347000000000004,6.025699999999999,12.350624532682467,12.350624532682469,6.0257,0.0,17.70068601265637,0.0,3.9499000000000004,8.39,79.21138344558359,1.2570567430031572,-39.52792177312921,12.350624532682469,78.3496769450865,1.9949,2.1382720937318127,3.9499000000000004,-6.0257,-2.5347,0.0,39.52792177312921,-3.9499,0.0,-3.9047,0.0,0.0,-6.7063,0.0,1.7813582646432986,30.98802591186135,-1.9949,0.0,6.558120991752386,-39.17483847254324,-4.6243346404856585,-1.0536,-0.4742,2.2053685789245887,0.0,0.0,0.0,0.0,3.9046999999999996,18.17488601265637,0.0,1.3468112364305111,4.018828981264536,0.0,0.0,6.706299999999998,0.17325040093829375,6.384870590814092,0.0,0.0,1.346811236430511,-30.98802591186135,12.350624532682469,0.0,1.9948999999999995,-7.042564561979189e-16,0.0,17.015573876967334,0.0,1.1593121356890397,60.17479093243012,0.0,-6.558120991752385,39.17483847254324,4.551521794109699,2.2053685789245883,0.0,-1.6045078687461583,-4.018828981264537,1.3468112364305111,-2.1382720937318127,4.6243346404856585,0.0,2.4189660615611253,0.0,-6.025699999999999,0.0,1.0536,-0.005698229250328833,-1.3525094656808396,0.4742,0.0,18.17488601265637,-17.70068601265637,0.2240496274869055,0.0,0.22404962748690543,-0.22974785673723425,2.2053685789245887
0.3492,,,4.5262,0.4041,,,,,8.5213,1.1862,,0.4501,,100,100,100,100,100,100,9.7075,1.1862,0.4041,8.099394640062359,8.099394640062359,0.4041,2.1950635421069014,6.852154330685749,0.0,8.5213,8.39,40.09237852820956,0.5444138190839434,-14.979697721973267,8.099394640062357,41.95310181146065,0.0,-1.5632583286204262,8.5213,-0.4041,-1.1862,0.0,14.979697721973267,-8.5213,0.0,0.0,0.0,-0.3492,-0.4501,0.0,5.090441210823854,21.590225745708356,0.0,0.0,-2.0683796727009245,-20.976550905730324,-2.002735116264095,-4.5262,0.0,-0.19232842584279855,0.19232842584279847,0.0,0.0,0.0,0.0,7.962126570652696,0.0,0.0,-0.7488152552708474,0.34920000000000007,0.0,0.45009999999999994,-2.379273059161159,0.3108933864602356,0.0,0.0,0.0,-21.590225745708356,6.98942240009541,1.109972239966948,0.0,1.109972239966948,0.0,9.072098810619641,0.0,0.0,33.99097524080795,0.0,2.068379672700924,20.976550905730324,1.13812099119211,0.0,0.0,0.23759516708779174,0.7488152552708474,0.0,1.5632583286204262,2.0027351162640956,0.0,0.0,2.1950635421069014,-0.4041,0.0,4.5262,-0.39132465315753834,-0.39132465315753806,0.0,0.0,7.962126570652696,-6.852154330685749,-0.09739563223411749,2.482419452709453,-0.09739563223411749,-0.29392902092342105,-0.19232842584279855
0.3481,8.4197,,,4.6985,,,,0.1124,0.755,3.8938,,,0.1435,100,100,100,100,100,100,4.6488000000000005,3.8938,4.6985,10.992342559916429,10.992342559916429,4.6985,0.0,9.773411594920862,0.0,0.755,8.39,59.17838807947987,1.047008465581186,-27.912531242959837,10.992342559916429,58.43966951180284,0.0,11.822896021972673,0.755,-4.6985,-3.8938,0.0,27.912531242959837,-0.755,0.0,-8.4197,0.0,-0.3481,0.0,-0.1435,15.792689819558912,35.894959709639515,0.0,-0.1124,-5.565627761121091,-29.219834755901417,-3.8516300423334857,0.0,0.0,6.3632239698229425,0.0,0.0,0.0,0.0,8.4197,10.006225126400889,0.0,4.089350128390358,13.38922068648209,0.34809999999999675,0.26772006464910675,0.0,-5.2979076964719845,0.0,0.0,0.1435,4.0893501283903575,-35.894959709639515,10.759529028436402,0.23281353148002581,0.0,0.23281353148002581,0.1124,10.351438657880912,0.0,0.0,48.43344438540195,0.0,5.565627761121092,29.219834755901417,5.801834418701635,6.363223969822947,0.0,-3.9558868638345017,-13.389220686482092,4.089350128390358,-11.822896021972674,3.8516300423334857,2.511593927489419,0.0,0.0,-4.698500000000001,0.0,0.0,1.97364373386715,-2.115706394523208,0.0,0.0,10.006225126400889,-9.773411594920862,1.1758068949709803,0.0,1.1758068949709801,0.79783683889617,6.3632239698229425
,,1.0799,0.7436,,1.3554,0.1246,0.2076,1.8903,,2.8846,,,2.0617,100,100,100,100,100,100,2.8846000000000003,2.8846,0.0,4.276003182488988,4.276003182488988,0.0,0.0,7.229155641736232,1.3554,0.0,8.39,30.143009510854267,0.4300190386066897,-18.91552480257303,4.276003182488987,29.884859584079678,1.0799,-1.7864280920837725,0.0,0.0,-2.8846,-1.3554,18.91552480257303,0.0,0.0,0.0,-0.2076,0.0,0.0,-2.0617,-4.476518085549821,12.040055487399595,-1.0799,-1.8903,-0.2831078137145571,-14.942429792039837,-1.581911037322434,-0.7436,-0.1246,-0.427739937702074,0.4277399377020739,0.0,0.0,0.0,0.0,7.561355641736231,0.2076,1.547542531486086e-15,-1.1431196103281627,0.0,0.1099558681717305,0.0,-0.1731519455428267,0.0,0.0,2.0617,0.0,-12.040055487399595,4.276003182488988,0.0,1.0798999999999999,0.0,1.8903,7.053969173792063,0.0,2.3976864679441685,22.531103942343442,0.8982926718262444,0.2831078137145572,14.942429792039837,3.0030285353791384,0.0,0.0,-0.08815390291437293,1.143119610328163,0.0,1.7864280920837725,1.581911037322434,0.0,2.0096509750245053,0.0,0.0,0.0,0.7436,-0.3090976849504888,-0.30909768495048784,0.12459999999999999,0.0,7.353755641736231,-7.229155641736232,-0.07693040600673683,0.0,-0.07693040600673681,-0.23216727894375175,-0.427739937702074
,,1.8629,,,0.6266,,0.7374,0.1232,,1.7049,,,,100,100,100,100,100,100,1.7049,1.7049,0.0,2.742144959865503,2.7421449598655037,0.0,0.0,3.192016206727942,0.6266,0.0,8.39,16.237986079594684,0.16380457237701498,-8.603114520209951,2.742144959865503,15.557980108169765,1.8629,-0.6804933350258333,0.0,0.0,-1.7049,-0.6266,8.603114520209951,0.0,0.0,0.0,-0.7374,0.0,0.0,0.0,-1.5513802781170623,6.945132547233074,-1.8629,-0.1232,-0.8931935722573872,-7.778990054084883,-0.6025878804033188,0.0,0.0,-0.16293640814341678,0.16293640814341678,0.0,0.0,0.0,0.0,3.9294162067279417,0.7374,0.0,-0.435441694749819,0.0,0.04188482915680273,0.0,-0.8513087431005844,0.0,0.0,0.0,0.0,-6.945132547233074,2.7421449598655037,0.0,1.8628999999999998,0.0,0.1232,3.8003388778782576,0.0,0.25227732884968446,12.365963901441821,0.009083957144090023,0.893193572257387,7.778990054084883,1.6511517362200794,0.0,0.0,-0.03357993733728807,0.43544169474981903,0.0,0.6804933350258334,0.6025878804033188,0.0,0.7655242885467419,0.0,0.0,0.0,0.0,-0.1177427266245984,-0.1177427266245984,0.0,0.0,3.192016206727942,-3.192016206727942,-0.029304637998248,0.0,-0.029304637998247993,-0.08843808862635041,-0.16293640814341678
,7.6371,,,,0.5975,0.8251,,,,1.2338,1.4156,1.9345,,100,100,100,100,100,100,1.2338000000000002,1.2338,0.0,5.851522054228425,5.851522054228425,0.0,0.0,7.412540505931933,0.5975,0.0,8.39,48.47462542374998,0.8999736289707025,-25.951772232337273,5.8515220542284245,47.101825439768504,0.0,10.229129259010163,0.0,0.0,-1.2338,-0.5975,25.951772232337273,0.0,0.0,-7.6371,0.0,0.0,-1.9345,0.0,11.339270997152298,24.683940135211465,0.0,0.0,-1.0383762040514484,-23.550912719884245,-3.310732988894494,0.0,-0.8251,5.435585937105994,0.0,0.0,0.0,0.0,7.6371,8.237640505931935,0.0,3.918930882470542,11.575489807950333,0.0,0.0,1.9344999999999997,-1.0383762040514466,0.0,1.7043767430721908,0.0,3.9189308824705407,-24.683940135211465,5.851522054228425,0.0,0.0,0.0,0.0,7.459504937110379,0.0,0.778135568821554,38.86418493383656,0.0,1.0383762040514473,23.550912719884245,7.990643220884823,5.435585937105994,0.0,-4.1034254764095355,-11.575489807950335,3.9189308824705416,-10.229129259010161,3.310732988894494,0.0,0.0,0.0,0.0,2.1248529482114704,0.0,1.965719543809553,-1.9532113386609884,0.8251,0.0,8.237640505931935,-7.4125405059319345,1.1453050119339887,0.0,1.1453050119339885,0.8204145318755653,5.435585937105994
,,,0.9819,0.48,0.3322,2.308,,,,,,2.431,0.4974,100,100,100,100,100,100,0.0,0.0,0.48,2.785855691869684,2.785855691869685,0.48,0.0,5.7221159978244,0.3322,0.0,8.39,25.763070150734606,0.30062071929306294,-16.647634980124106,2.785855691869684,25.71747473309878,0.0,-1.2488686541591716,0.0,-0.48,0.0,-0.3322,16.647634980124106,0.0,0.0,0.0,0.0,0.0,-2.431,-0.4974,-6.56864837098115,6.59537654774244,0.0,0.0,3.7201753418387815,-12.858737366549388,-1.1058934400634255,-0.9819,-2.308,-0.2990274294808087,0.2990274294808159,0.0,0.0,0.0,0.0,8.0301159978244,0.0,0.0,-0.7991400580967485,0.0,0.0,2.4309999999999996,3.720175341838783,0.0,2.354131282076762,0.49740000000000006,0.0,-6.59537654774244,2.7858556918696844,0.0,0.0,0.0,0.0,4.727895600574793,0.0,3.3022203972496067,17.68735873527438,3.5376634800032156,-3.720175341838782,12.858737366549388,3.4325220236362255,0.0,0.0,-0.06162724745507887,0.7991400580967644,0.0,1.2488686541591716,1.1058934400634242,0.0,1.404920869544193,0.0,-0.48,0.0,0.9819,-0.2160861730278575,-0.2160861730278581,2.308,0.0,8.0301159978244,-5.7221159978244,-0.05378104668152994,0.0,-0.05378104668152993,-0.16230512634632668,-0.2990274294808087
0.3001,3.0187,1.3296,,,5.4229,1.4491,,,0.18,2.2892,0.5695,0.2996,0.3163,100,100,100,100,100,100,2.4692000000000003,2.2892000000000006,0.0,5.414190226373151,5.414190226373151,0.0,0.0,10.56414399913561,5.4229,0.18,8.39,46.860472218998176,0.8238448672143315,-29.771269753260526,5.41419022637315,47.37604540454807,1.3296,2.3373514816241228,0.18,0.0,-2.2892,-5.4229,29.771269753260526,-0.18,0.0,-3.0187,0.0,-0.3001,-0.2996,-0.3163,0.2209280363194687,22.126185303996625,-1.3296,0.0,-3.5767612919463065,-23.688022702274033,-3.0306781130213585,0.0,-1.4491,1.6215717240745267,0.0,0.0,0.0,0.0,3.0187,12.01324399913561,0.0,2.6332493595221322,3.5698234029767626,0.30010000000000003,0.0,0.2995999999999999,-3.5767612919463083,0.0,0.08894286745329534,0.3163,2.6332493595221313,-22.126185303996625,5.414190226373151,0.0,1.3295999999999997,0.0,0.0,8.295260239571833,0.0,3.717983759563776,35.362801405412455,0.0,3.576761291946307,23.688022702274033,6.032596019719021,1.6215717240745267,0.0,-2.50203755730107,-3.569823402976763,2.633249359522132,-2.3373514816241223,3.0306781130213585,0.0,1.4091063889468358,0.0,0.0,0.0,0.0,1.163319882461093,-1.4699294770610385,1.4491,0.0,12.01324399913561,-10.564143999135611,0.7303639397627335,0.0,0.7303639397627335,0.43295594269835996,1.6215717240745267
,8.196,,,0.1525,,2.257,1.6028,,0.9684,,0.9227,0.1467,,100,100,100,100,100,100,0.9684,0.0,0.1525,6.800891287696261,6.800891287696261,0.1525,0.0,5.935409213069507,0.0,0.9684,8.39,49.98357320015005,0.9381611591683704,-27.666582791010455,6.800891287696261,49.491449349791786,0.0,11.022548687156805,0.9684,-0.1525,0.0,0.0,27.666582791010455,-0.9684,0.0,-8.196,-1.6028,0.0,-0.1467,0.0,10.654012852917461,29.566223938856485,0.0,0.0,-4.822205168713287,-24.74572467489589,-3.4512134562326766,0.0,-2.257,5.790762685665192,0.0,0.0,0.0,0.0,8.196,9.795209213069507,1.6028,4.416145227930086,12.426037781272695,0.0,0.09318780839935226,0.14670000000000108,-4.729017360313938,0.0,0.0,5.626691947145691e-15,4.416145227930086,-29.566223938856485,6.8008912876962615,0.0,0.0,0.0,0.0,8.477103830782383,0.0,1.3181053822871236,41.29904013672227,0.0,4.822205168713289,24.74572467489589,9.196031680027478,5.790762685665193,0.0,-4.608468265559601,-12.426037781272697,4.416145227930086,-11.022548687156805,3.4512134562326766,0.0,0.0,0.0,-0.1525,2.3395492294325124,0.0,2.2697465774098307,-2.146398650520255,2.257,0.0,8.192409213069508,-5.935409213069507,1.3042113779348063,0.0,1.3042113779348061,0.9655351994750251,5.790762685665192
2.979,2.3772,2.5803,,,8.6557,,4.7198,,1.2355,,,0.1293,,100,100,100,100,100,100,1.2355,0.0,0.0,8.073136348044926,8.073136348044928,0.0,0.0,15.437740072060855,8.6557,1.2355,8.39,71.03160840416238,1.3165226397108856,-49.12802080578346,8.073136348044926,70.8026779640274,2.5803,3.872079409555802,1.2355,0.0,0.0,-8.6557,49.12802080578346,-1.2355,0.0,-2.3772,-4.7198,-2.979,-0.1293,0.0,-3.1804558473996356,32.81469832249337,-2.5803,0.0,-6.920134649815509,-35.40133898201369,-4.843091834704414,0.0,0.0,2.6755643419863167,0.0,0.0,0.0,0.0,2.3772,20.157540072060858,4.719800000000001,4.113271764879794,5.841597278563288,2.9790000000000005,0.20733483897406904,0.12929999999999997,-6.712799810841442,0.0,0.0,8.657267968310671e-15,4.113271764879794,-32.81469832249337,8.073136348044928,0.0,2.5803,0.0,0.0,12.592894841134486,0.0,7.56464523092637,55.36493789196653,0.0,6.92013464981551,35.40133898201369,11.771699897153383,2.675564341986319,0.0,-1.404158906020525,-5.841597278563289,4.113271764879795,-3.872079409555802,4.843091834704414,0.0,2.1675274927181207,0.0,0.0,0.0,0.0,1.7958647031623443,-2.317407061717451,0.0,0.0,15.437740072060857,-15.437740072060857,1.1355646880489871,0.0,1.135564688048987,0.6603000151133566,2.6755643419863167
4.2228,0.1469,0.5656,0.5512,7.8433,,,,,,3.2119,9.4033,9.3757,0.5605,100,100,100,100,100,100,3.2119000000000004,3.2119,7.843299999999999,12.35855288774106,12.35855288774106,7.843299999999999,0.0,20.881976822596435,0.0,0.0,8.39,82.60445363539056,1.309459695193841,-45.635287941178554,12.358552887741059,80.96734317512991,0.5656,3.299511588256228,0.0,-7.8433,-3.2119,0.0,45.635287941178554,0.0,0.0,-0.1469,0.0,-4.2228,-9.3757,-0.5605,-2.5647385144116903,25.37461614484855,-0.5656,0.0,12.171678174047022,-40.48367158756495,-4.817109380709643,-0.5512,0.0,3.0671804411906867,0.0,0.0,0.0,0.0,0.1469,20.881976822596435,0.0,0.0,5.258463292266215,4.222800000000001,0.0,9.375699999999998,12.171678174047022,0.0,9.04087115593893,0.5605,0.0,-25.37461614484855,12.35855288774106,0.0,0.5656,0.0,0.0,16.448093464662797,0.0,4.433883357933627,60.08536635253347,2.8637333007669494,-12.171678174047022,40.48367158756495,6.210945933388533,3.0671804411906876,0.0,3.954360762485263,-5.258463292266215,0.0,-3.299511588256228,4.817109380709647,0.0,1.7499289395189002,0.0,-7.8433,0.0,0.5512,-0.941239628905332,-0.9412396289053353,0.0,0.0,20.881976822596435,-20.881976822596435,-0.23426233947017844,0.0,-0.2342623394701784,-0.7069772894351558,3.0671804411906867
4.4216,3.4229,,1.3898,3.0791,,,3.0335,2.3019,,,,0.6316,0.2985,100,100,100,100,100,100,0.0,0.0,3.0790999999999995,10.077660965236387,10.077660965236387,3.0791,0.0,9.831589096486779,0.0,0.0,8.39,59.64395567947933,1.09015837311114,-36.9944653530689,10.077660965236385,58.47756651583022,0.0,10.207016200800823,0.0,-3.0791,0.0,0.0,36.9944653530689,0.0,0.0,-3.4229,-3.0335,-4.4216,-0.6316,-0.2985,4.868676964609435,32.68511500615967,0.0,-2.3019,-4.382715576900421,-29.238783257915106,-4.010365607163964,-1.3898,0.0,5.806980596482781,0.0,0.0,0.0,0.0,3.4229,12.865089096486779,3.0335,2.8594166093507063,11.837893126975088,4.421600000000001,0.0,0.6315999999999999,-4.382715576900421,0.0,0.35284650399548156,0.2985,2.859416609350706,-32.68511500615967,10.077660965236387,0.0,0.0,0.0,2.3019,12.02544693047406,0.0,3.1415421660127203,48.64597741934344,0.0,4.382715576900421,29.238783257915106,11.084256515982313,5.806980596482781,0.0,1.338700924161511,-11.837893126975088,2.8594166093507063,-10.207016200800823,4.010365607163964,0.0,0.0,0.0,-3.0790999999999995,1.7966149893188277,1.3898000000000001,1.12267190097485,-1.7367447083758563,0.0,0.0,9.831589096486779,-9.831589096486779,0.7581095368339859,0.0,0.7581095368339857,0.36456236414086474,5.806980596482781
,,6.8902,0.215,,,7.0678,,,0.1415,,0.3206,0.1221,2.4594,100,100,100,100,100,100,0.1415,0.0,0.0,6.539990747046922,6.539990747046922,0.0,0.0,8.330172410620179,0.0,0.1415,8.39,49.49239636080252,0.7334491949455415,-31.56500278449495,6.539990747046921,51.85282434043688,6.8902,-3.0469679905622598,0.1415,0.0,0.0,0.0,31.56500278449495,-0.1415,0.0,0.0,0.0,0.0,-0.1221,-2.4594,-11.690809149392496,24.48134010015635,-6.8902,0.0,-1.2957517701990444,-25.926412170218438,-2.6981395534461923,-0.215,-7.0678,-0.7295619142123285,0.729561914212331,0.0,0.0,0.0,0.0,15.397972410620179,0.0,-1.815894778181845e-15,-1.949727994923731,0.0,0.06544295914757516,0.12209999999999999,-1.2303088110514708,0.0,0.0,2.4594000000000094,0.0,-24.48134010015635,6.539990747046922,0.0,6.8902,0.0,0.0,11.27814589131461,0.0,4.11982651930554,36.4548519298167,0.0,1.2957517701990457,25.926412170218438,9.14731163986382,0.0,0.0,-0.15035708496383626,1.949727994923736,-1.815894778181845e-15,3.04696799056226,2.6981395534461927,0.0,3.427701467658489,0.0,0.0,0.0,0.215,-0.527203281326854,-0.5272032813268538,7.0678,0.0,15.397972410620179,-8.330172410620179,-0.1312140609757564,0.12579431153001333,-0.1312140609757564,-0.3959892203510971,-0.7295619142123285
