EX_glc__D_e,EX_fru_e,EX_lac__D_e,EX_pyr_e,EX_ac_e,EX_akg_e,EX_succ_e,EX_fum_e,EX_mal__L_e,EX_etoh_e,EX_acald_e,EX_for_e,EX_gln__L_e,EX_glu__L_e,EX_co2_e,EX_h_e,EX_h2o_e,EX_nh4_e,EX_o2_e,EX_pi_e,EX_co2_e_flux,EX_h_e_flux,EX_h2o_e_flux,EX_nh4_e_flux,EX_o2_e_flux,EX_pi_e_flux,Biomass_Ecoli_core_flux
0.9657,,,0.2359,,0.8113,,,,3.7153,,,,,100,100,100,100,100,100,7.444242431415502,3.11213450848431,11.106031963499426,-1.351140371279329,-9.94382430802274,-0.9115390411944887,0.24778836034318724
1.0189,0.1496,1.1308,0.4056,,1.826,,,,,0.104,4.6475,7.1355,,100,100,100,100,100,100,28.12780731599865,-6.021223330919077,7.54352058261157,10.618173990968895,-21.808786924815973,-2.464357951772053,0.6698991360458998
,,0.7509,,0.1205,,,,4.0947,,,,,1.6801,100,100,100,100,100,100,15.895827172809824,-7.057977901483148,10.388404649102768,0.22229905788669857,-10.65199492714206,-0.9834969787544496,0.26734905775258616
3.4575,0.1581,,,,1.1931,,0.2481,,,2.2076,,0.577,7.9833,100,100,100,100,100,100,33.05723181365012,0.17742372474009205,19.805361354053762,3.6517658780526903,-27.276641541059288,-3.7007838861516213,1.006003176706886
2.7479,,,0.4417,0.5094,,0.7061,,2.0439,0.766,,,0.1955,0.4793,100,100,100,100,100,100,16.3559241563784,0.8639943267744169,15.531539876914598,-1.484976431955913,-13.667359594504829,-1.588973630104946,0.4319388996398022
1.6,5.2585,,1.1588,,,0.1218,0.5344,9.9951,,1.8617,0.6636,,0.2198,100,100,100,100,100,100,42.494639744890506,0.4609820403354559,38.193990491382046,-6.130559704363975,-30.79938957356289,-4.284233466190547,1.1646052861583
6.0006,,,0.1491,,9.6989,,,,,,5.3028,,,100,100,100,100,100,100,39.01195535440739,2.1054105025339958,27.327672035596756,-5.88562904826608,-27.990637150420365,-3.9707056154372897,1.0793773929478598
,,0.1624,2.7201,,0.3012,6.6618,,9.3993,,0.2364,,,,100,100,100,100,100,100,42.19612149558745,-20.204812521330588,28.40556351501017,-4.186719499685373,-27.035205266570014,-2.8245461090618895,0.7678109411101405
,,,0.1258,,,6.3744,,,,0.8646,5.8961,1.1174,0.1163,100,100,100,100,100,100,19.00434928352717,-8.38042945394963,11.44730862977089,0.4587743831753097,-15.168489327979373,-1.2766465387714347,0.3470374150573449
,7.6528,,3.7261,8.1756,,0.737,0.9768,,,,,,0.8765,100,100,100,100,100,100,37.23956208446908,5.282269199881319,37.19112169960448,-5.202738431361566,-32.304044913383194,-4.101323066580417,1.1148838085683626
1.9111,0.1927,0.4674,,,,0.7598,3.5149,,0.2876,1.5001,1.9511,1.8889,,100,100,100,100,100,100,21.455870414095248,-2.099910441817162,12.170739537606085,0.8707210756301457,-17.03791295655711,-1.9612439919086402,0.5331350726910683
0.3266,,0.133,0.1211,2.773,,,0.6519,3.3236,1.1659,5.0299,2.0844,0.9934,,100,100,100,100,100,100,19.884477345558807,-2.7622447745158456,17.026573742593538,-0.7865319249012752,-18.444576861701275,-1.8710123518439068,0.5086069404528486
,,,0.7351,0.1935,0.1825,,,,0.4822,0.2169,,0.2286,0.2131,100,100,100,100,100,100,4.979164379952193,-1.1718501947301927,3.6142650400472767,0.39707563020063946,-4.740985482151972,-0.1843292417071834,0.05010716875721848
,,,,,,,9.7613,0.1511,2.9358,,4.3479,1.2924,,100,100,100,100,100,100,27.982428357820112,-11.096010002417275,11.475639174290274,-0.49051124321130557,-19.707602365985352,-2.074740953345335,0.5639875372673312
,,8.4809,,,1.438,0.1082,,0.2308,,,0.3848,1.0499,0.7049,100,100,100,100,100,100,21.235659229161623,-5.396988212733554,17.14603135593949,0.046357414077440144,-18.05053677765321,-1.8608998809480362,0.5058580153173712
0.4476,,0.1298,,0.1231,2.0254,4.6386,,,,,0.1913,,0.7718,100,100,100,100,100,100,19.732477715582803,-7.521482927579069,12.260365929059532,-1.294886515079605,-14.563699847316308,-1.3942781108830922,0.37901381218449326
3.4421,0.4662,3.7496,,,,,,3.28,,1.7208,,1.16,,100,100,100,100,100,100,25.356124863174465,2.315207304454653,24.02304182870636,-1.7423651679825691,-21.49522417899301,-2.7406511780108382,0.7450053491752073
0.93,0.7691,0.3499,0.219,,,0.2542,9.4032,,,0.9552,0.6453,,0.4024,100,100,100,100,100,100,28.865048698130153,-8.626596812033513,13.160694938530147,-2.8763211218017894,-18.806495842915396,-2.2119702521222404,0.6012912855417009
0.409,,,0.1251,2.3201,0.1213,7.3361,0.412,3.626,,0.1713,1.3146,,0.6441,100,100,100,100,100,100,31.609595420018817,-14.6916860858309,22.536969515550876,-2.626632396369953,-22.789836330478888,-2.206580704688617,0.599826217057283
1.9409,,,1.028,1.4039,1.2074,,,9.7501,6.7362,,,0.2554,0.1057,100,100,100,100,100,100,36.22768792586413,-5.447811795016691,35.91847824492591,-4.71704737408439,-30.181021809524083,-3.598246905267782,0.9781300201885992
,1.6575,,9.2213,,,0.5549,,0.491,,,3.8559,8.2038,0.6261,100,100,100,100,100,100,42.56289635419956,-8.524666067024066,13.857475978395446,11.475368495028361,-31.590371615918745,-3.7498962198025136,1.0193536357415718
0.4196,,,,0.2378,,,1.4014,,,1.1129,,0.2005,3.9854,100,100,100,100,100,100,16.093725505507933,-4.030343336125484,7.3992762314464935,2.3797759433312646,-12.73038205041794,-1.353757320508234,0.36799883668367367
,,,,,0.758,3.4977,1.1869,,,,,1.1314,0.2495,100,100,100,100,100,100,17.194607548145367,-7.87805952029222,8.008786413069759,0.944160486154011,-12.47793137224356,-1.057936258359971,0.28758427117187296
,0.2504,5.2341,0.1351,,,,5.4567,,,0.8269,0.5085,,9.1851,100,100,100,100,100,100,42.36956467960264,-13.607118512832168,20.593195797505217,3.4643675965489105,-31.45330778192991,-3.859459047200605,1.0491366643652968
,,,1.1151,7.6897,1.7835,,0.1846,,0.5903,0.5881,,,6.02,100,100,100,100,100,100,30.55885653910962,-10.508166128339195,19.240759383313282,2.1402936921539335,-25.084983097483143,-2.61742143388225,0.7115071720668401
0.1911,8.5294,0.1388,,1.3044,7.598,,4.1549,,,,2.8915,,,100,100,100,100,100,100,49.63322480269007,3.4870653372193816,36.45343050271205,-7.729619993558804,-36.241494536670174,-5.21474344745902,1.4175506150159196
3.2093,0.9923,,,,,4.4589,,,0.2742,0.3865,,,6.4802,100,100,100,100,100,100,34.478548115791014,-1.9437994924925628,24.57223909569558,1.0615410225654751,-28.327586678765584,-3.6556669564789175,0.9937388089485273
,7.268,2.1856,,,,0.7972,1.3453,2.9802,0.345,,2.6279,1.0605,0.6616,100,100,100,100,100,100,34.668633429533024,5.472606497481305,31.792975386175762,-3.0202573912994195,-28.198164431938903,-3.914864195527649,1.0641977316790303
,,3.1517,,,1.0188,,0.2468,4.689,0.6292,5.2924,0.8643,2.8824,2.3276,100,100,100,100,100,100,34.530546263127505,-7.73094119416615,21.08269959937958,3.2675258536166107,-28.223378796755398,-3.255073452593298,0.8848434100615078
,,,0.2504,,,3.3626,,5.8549,0.1107,1.1299,0.3167,,0.1693,100,100,100,100,100,100,23.470933699044647,-10.785158863198271,16.766909091712566,-2.0702190902668147,-15.92571195237184,-1.5108786086716042,0.4107099270589082
,0.6913,6.0177,,6.9354,0.1415,0.7494,,2.3381,,0.1534,,0.8626,7.8213,100,100,100,100,100,100,44.64492829678227,-14.053187263302124,31.29643018408044,3.3690938977733613,-36.215647663935975,-4.167551318269678,1.1328869759071751
0.3836,,,1.2647,0.24,0.1696,0.3586,7.6844,1.2313,,,,0.1144,2.0116,100,100,100,100,100,100,30.64041318426197,-13.090638207195212,11.906974043858563,-0.9002230101598261,-19.014589823411438,-2.1188031593814203,0.5759651940580668
,,3.0014,,,6.9512,,1.0544,,0.3399,6.525,1.1755,,,100,100,100,100,100,100,29.604550759380185,-3.879722516082937,19.42846176355994,-4.113487255448808,-24.32921119511516,-2.775140398807836,0.754380731999855
0.9349,0.1254,0.4899,0.5417,0.1884,,0.2524,3.324,0.7626,0.1774,,,9.9206,,100,100,100,100,100,100,39.23103145259811,-11.866108600277695,7.93219800255511,14.982855394595923,-28.93441759580753,-3.277654104295037,0.8909816251107826
1.6467,0.5981,3.4472,,,5.6897,,0.1613,,1.0149,0.5885,,,,100,100,100,100,100,100,26.260737103080984,-1.0782980551939196,20.683212283875857,-3.8248162574595543,-20.907951423201098,-2.5803901786818613,0.7014407749155579
,5.0545,,1.1663,,5.961,,0.5272,0.1956,,0.8138,,1.8878,0.462,100,100,100,100,100,100,36.5868627176151,1.1830256167743143,23.075028081664346,-1.3121124069365604,-27.375265396301373,-3.744081395136011,1.017772961952864
,0.627,0.2268,,,0.1266,,,,3.2856,2.3223,,0.3178,2.0034,100,100,100,100,100,100,11.218755791675926,2.739558872977156,12.14587369867071,0.5019267526136575,-13.925204562710377,-1.4417641129621779,0.391922177117507
5.4286,0.1365,,,0.8652,4.9832,,1.0545,,0.2202,9.306,,,,100,100,100,100,100,100,34.10293327188498,10.25361937390013,30.670264259284576,-6.304757697008965,-31.601701615944588,-4.253468335531643,1.156242241969076
,,1.9574,0.6488,6.8035,2.2633,,,,0.2901,2.8544,2.3221,,0.349,100,100,100,100,100,100,20.639923074874577,-5.142419770229097,18.503415315440055,-2.2311258482998437,-19.047986049269483,-1.740666989095639,0.47317448802447276
,0.1935,0.5131,2.7162,0.2076,,,,0.9802,0.7777,1.9203,5.5037,,1.4629,100,100,100,100,100,100,13.933369454150066,-1.7416162258756003,10.478807659744865,-0.3261087100471285,-12.222164698852694,-1.2069443848390515,0.3280899189493706
0.2432,,,,,0.1659,3.2107,,4.0172,0.5337,0.9439,2.4645,,1.4466,100,100,100,100,100,100,22.43789315044684,-8.747779041439138,15.762546483973304,-0.9816141915673301,-16.416964360307645,-1.6381806680088633,0.4453151026201822
0.2178,,5.8325,,,,,0.8874,5.4313,1.3947,,,7.1658,,100,100,100,100,100,100,41.34636945663562,-13.309221006687954,21.115812582202988,9.033120493782059,-31.716088412559433,-3.5745885709220584,0.9716988531062832
8.1534,,,,5.1667,,,,4.8723,,,7.4431,0.1878,,100,100,100,100,100,100,34.92647356090602,5.810158203245759,37.15176113696402,-5.359097854968021,-28.744405715005094,-3.86888075833899,1.0516978167121527
1.307,,,0.7796,,0.1377,,0.8667,,,,0.933,,,100,100,100,100,100,100,7.967762240313677,0.21353524830651685,6.2694568127345995,-0.8159996272166381,-6.400554396815811,-0.5505094316024473,0.1496478189584504
,0.3521,1.0643,0.2413,,,1.9085,1.6559,0.8642,,,,,,100,100,100,100,100,100,13.905830040085538,-5.525334163718384,9.264035829607469,-1.260576954739613,-10.043563128155066,-0.8504409557292804,0.23117975255641385
,,0.2841,0.1694,0.1455,6.9998,,,0.1737,2.3815,0.1176,7.3704,3.8016,,100,100,100,100,100,100,30.828738791128366,-8.161245685047389,12.68744539191803,3.692201132174799,-23.280830716177384,-2.638532778585041,0.7172459778141873
,,,,,,1.5883,0.3126,,,0.4644,0.3275,,,100,100,100,100,100,100,6.214188654098186,-2.7090312721319116,4.397506426844063,-0.2970413419401358,-5.276660093465667,-0.20039722428755846,0.054475011359326565
0.9225,,,7.1242,,9.9195,4.0736,,0.1478,,4.078,,,0.5008,100,100,100,100,100,100,52.33626300353766,-12.030219728377388,29.00223592729678,-6.125569847712049,-37.05374329605895,-4.470442113919121,1.2152233435504785
9.0846,0.1402,,,,0.2681,,,,1.0512,0.7037,,,1.2693,100,100,100,100,100,100,25.17375003310117,16.42724580691094,30.231939787630644,-4.031834365699041,-24.550106107010972,-3.576379656524565,0.9721857331460995
0.9472,3.9006,,0.1854,,,0.2421,,,0.6345,,,,3.3667,100,100,100,100,100,100,20.21122520200827,6.032717038871964,18.563745301607423,-0.2854574212144019,-18.17429656448883,-2.463906892866321,0.6697765223764672
,,7.5469,,,,,9.6705,0.1028,8.2868,,,,,100,100,100,100,100,100,35.89013098411699,-7.09861279485347,31.993886535321842,-5.435100745375029,-33.25128357146146,-3.6667593001780907,0.9967540979634367
1.4299,0.7539,,,,,,,,,,,0.5644,0.1083,100,100,100,100,100,100,7.89388749993878,2.6955017577334957,7.4514626128018895,0.1386837933913631,-7.324651830840289,-0.7410401443755854,0.20144076558990553
2.1772,,3.2786,0.2299,3.984,,1.9208,0.2474,0.1165,1.916,4.6188,3.6811,1.0815,7.034,100,100,100,100,100,100,40.80123966995646,-3.0543365188830234,31.80763457632966,2.336539434205651,-38.07508816245302,-4.62837006370814,1.2581537129170997
0.5628,8.4632,,0.5156,0.9376,,0.6519,3.1961,,,2.0006,,,,100,100,100,100,100,100,31.537682608123703,12.26745258030192,31.75502468469157,-5.821571445158039,-27.523845865945876,-3.927489523786492,1.0676297397957102
9.5301,4.6344,2.4847,0.4484,1.7824,0.2736,3.7257,2.4142,6.3205,0.6085,,,,,100,100,100,100,100,100,64.33495985011474,10.092877140597537,63.6988451762846,-10.948107142185947,-51.52689750653324,-7.386077197762472,2.007795470618024
,0.3614,1.2165,,,1.1879,0.2421,0.3784,,3.0026,,0.4698,,,100,100,100,100,100,100,9.443255462665482,0.2582856098255261,10.920066041738904,-1.3840178471214706,-10.465066672858935,-0.9337196402225856,0.25381782701024613
,,0.4824,,1.2386,9.1638,,,,0.1097,,,,,100,100,100,100,100,100,27.272568916296148,-9.352778413152203,12.938649114064539,-2.907386637525593,-17.602046217564613,-1.9614515888104165,0.5331915048279039
,,0.7306,0.1078,,,,0.5136,,,0.4747,,0.1155,0.4722,100,100,100,100,100,100,5.713224039577233,-1.7473910477827663,3.757073045137117,0.35156535918992277,-5.014670634310117,-0.23722827779269912,0.0644869866509092
6.8609,,,0.949,,0.579,,,3.3914,,,,1.9427,,100,100,100,100,100,100,30.844270408998447,5.7701143681895415,26.252141694324486,-1.1556712954568364,-24.359214928387072,-3.4009296094844994,0.9244922416844259
3.8125,2.8282,0.2683,,0.3384,0.8853,,,,,3.6702,0.1973,,,100,100,100,100,100,100,20.540460125580722,12.967366092064486,24.341978055841686,-4.171056593559788,-20.605914738290796,-2.813979219983952,0.764938489135818
,,,0.2903,,2.047,7.6497,0.4409,,,,4.8616,0.1064,,100,100,100,100,100,100,24.976389573720834,-11.81072487689816,14.997790582032051,-2.2248068609795464,-17.948469354387925,-1.6445173781333409,0.4470376432254159
,0.2022,2.3383,4.022,,1.7606,0.5372,,,1.1454,,,,,100,100,100,100,100,100,17.502930787173646,-3.3978308806312807,13.312497023122289,-2.0544685590276135,-14.17254336399806,-1.3860353374587162,0.3767731365587612
,0.6327,0.2009,1.2991,0.4119,3.2055,,2.4209,0.9239,,5.8332,0.5145,,,100,100,100,100,100,100,24.470832102982566,-2.8874234760684425,15.398018515292,-3.2958931839329026,-19.488788435519094,-2.2235552845756357,0.6044405046825309
,,,,0.1361,5.4328,,0.1208,5.7623,,0.6076,,0.834,,100,100,100,100,100,100,31.31795048897425,-12.634390413902423,16.231939842362557,-1.5399397542907787,-19.208704664822328,-2.1642180116838183,0.5883105476618947
8.292,7.919,,,0.4482,,0.2529,,,0.1053,,,0.1172,,100,100,100,100,100,100,37.06848029659911,28.462679678307637,47.336494893242374,-7.825490691419538,-35.279876198090065,-5.437558664635584,1.478119625040263
,0.3869,1.2472,4.3147,0.2183,3.0313,1.8926,,2.2862,4.7086,6.2592,0.5467,1.8187,4.5316,100,100,100,100,100,100,47.217381740582596,-5.661995117342758,32.741898149716626,0.76477039759958,-41.889440586801946,-4.995220700988567,1.3578766142899836
,,,,1.6909,,0.265,0.2324,1.6295,,,,,,100,100,100,100,100,100,8.370942461618354,-4.286153907956998,6.613911312708983,-0.450833506016554,-6.280956961268856,-0.30415221878357684,0.08267926680174485
0.6534,,0.1307,0.6027,4.164,0.6529,5.1581,,,,1.2747,0.113,,,100,100,100,100,100,100,21.723505640087712,-7.482303247292544,17.93855208003894,-2.456504545023085,-18.30672874298875,-1.6572665914349252,0.4505033276524145
0.5606,0.1489,,0.8518,0.13,,3.5996,0.3837,,0.8465,6.137,,0.2356,2.8114,100,100,100,100,100,100,23.384000533416184,-1.4554040699869166,17.615954628759525,-0.41067873415629746,-22.383053375156557,-2.4916491489401333,0.6773178429717386
7.2519,0.2576,,5.1097,,0.8179,0.6088,,,3.7805,0.3446,,9.3075,,100,100,100,100,100,100,51.73572539072636,6.401262448144902,32.21524133376055,9.650400420875153,-45.456955354519955,-6.0479152860413965,1.6440360143641521
7.7441,,2.5757,,,,,,,0.553,,3.2241,,0.3054,100,100,100,100,100,100,22.14666286419231,13.160186678438794,28.02484513938774,-4.138030364914813,-21.60486892257003,-2.9977346103675453,0.8148896649271582
,3.9482,,,0.2361,0.2545,,,0.9762,,,,,0.4077,100,100,100,100,100,100,13.880058493691783,4.7349800299971605,14.574516185142965,-1.834276083129032,-11.9701658165891,-1.512536204703411,0.4111605199400369
1.4163,0.2157,,,3.1814,7.6652,0.2587,2.091,1.2642,,0.6259,,3.8838,0.8446,100,100,100,100,100,100,47.37564136897867,-13.29844447983719,20.95155927481491,2.6597986111493626,-32.91261612586501,-4.015753189034047,1.0916229072862809
,,0.1816,,,2.093,0.3821,,,2.6105,,0.1693,,,100,100,100,100,100,100,9.073038878557323,-1.0372789135096598,8.602284810881853,-1.1129912552549643,-9.163513014744186,-0.7508731166935217,0.20411371318496274
2.7224,,,9.4339,9.1394,1.3832,0.8993,9.8794,2.0651,,,,1.1919,0.8135,100,100,100,100,100,100,67.46794305646245,-20.980198006430044,38.2566872878663,-4.9731749746030856,-46.238642932097235,-5.512163712051122,1.4983998999785595
0.9925,,,,0.9416,1.7767,5.7958,0.168,,,0.5423,0.4718,,,100,100,100,100,100,100,22.216559815158888,-7.256558005242246,15.8598302192772,-2.4915550243776154,-17.116851532499897,-1.680913194721595,0.4569313058204255
,4.1542,,,7.5578,,,,4.3778,0.3148,0.2457,,,,100,100,100,100,100,100,27.863586029308237,-1.7903220370556687,29.074360162572038,-3.9477287894487962,-23.086440494265364,-2.6633124078904915,0.7239819522903456
,,,0.5659,,9.2539,,,,0.1657,0.4001,0.3088,,,100,100,100,100,100,100,26.737393044244687,-8.53288098641882,11.65708706331397,-2.8652531364533993,-16.958803469887698,-1.933026465865434,0.5254645570080327
,,1.4903,,0.2486,4.2284,6.7551,0.4076,,,6.64,,4.352,,100,100,100,100,100,100,43.92491427130618,-11.599874736107067,22.6945954733153,2.8257333839005097,-35.809057046600955,-3.9657385931347546,1.0780271816497002
2.3145,0.2262,,1.1506,,,,,6.4187,0.1467,,,,0.372,100,100,100,100,100,100,23.834407530431537,-4.036385169025299,19.551712648814004,-2.535330436208316,-16.184696747475957,-1.9614136729165736,0.5331811979548703
,,1.507,0.2643,1.2571,,,,0.7328,0.114,,0.1226,0.6874,,100,100,100,100,100,100,8.796717748448874,-3.2160453627353722,6.814714153219089,0.6537162270151208,-7.549183918132739,-0.4864749992076541,0.13224100883672218
,5.7744,2.5946,,,2.3521,0.2919,,,,,,,,100,100,100,100,100,100,23.516756262931636,7.12700786186486,23.971104294286015,-4.079979548812409,-20.153670986306405,-2.7525346182174717,0.7482356860351393
,0.3267,,,0.5324,0.4779,,1.0292,,7.0047,,,0.5654,3.1774,100,100,100,100,100,100,17.221285373987275,0.7681618192199502,17.44585793809127,1.1005722368971744,-20.167405698055056,-2.164007528632325,0.5882533309680944
2.0387,0.8099,5.9757,,,2.1417,0.2024,,,,8.4231,,9.3659,,100,100,100,100,100,100,47.765653015269386,0.040771208508805085,25.87143670775507,10.730245154249419,-43.35486725434433,-5.39820272356639,1.4674212965358315
,0.5524,0.2837,,1.2634,,9.1072,,1.9739,,0.317,6.2432,0.1561,,100,100,100,100,100,100,28.737401521514343,-12.852612371410942,21.24376647872742,-2.7237775902876655,-21.64666503161345,-2.0482047317692222,0.5567740592516992
0.2763,,2.4083,7.4161,0.481,,,0.3718,1.2501,5.5045,0.3252,,5.7327,1.6954,100,100,100,100,100,100,40.36724216187495,-6.244082374010728,23.920494909370294,7.1368103314559015,-35.71313880657053,-4.064049808112052,1.1047516264202073
,0.4194,1.4647,,,2.1307,2.916,0.4884,,,2.468,8.3344,0.2232,,100,100,100,100,100,100,18.96278035651209,-4.368720144320552,13.266471717464817,-1.8947104405308564,-15.511719261240351,-1.579416625876777,0.42934096987435033
,,0.3964,0.3939,0.3521,,1.4102,2.8942,0.147,0.3282,0.1399,1.3228,,,100,100,100,100,100,100,13.298715052931513,-6.029860266282996,7.345507812467313,-1.0914678215359954,-9.52220257705164,-0.7363524565515793,0.2001664872241777
,0.4768,,0.3952,,0.121,,,0.3609,1.6162,0.1162,,,0.8417,100,100,100,100,100,100,6.975218571010594,0.1597527996505149,7.072718264618473,-0.028723668291841756,-7.364621768833327,-0.5872262963147624,0.1596287537213619
,,7.463,0.7551,0.4498,0.398,,,,3.9276,0.6089,,,9.7881,100,100,100,100,100,100,37.48564183024195,-6.3798218012865515,28.514582433966154,3.6284806100725633,-34.74213232747363,-4.1555516156334305,1.1296250348311752
0.8293,,,,,,,0.1046,6.5352,0.2166,,,,0.1402,100,100,100,100,100,100,18.694550889081857,-6.972568030806412,14.278449066369683,-1.6504255753548647,-11.821603326789495,-1.2080351936726061,0.32838643914225324
,0.4851,,,,,,1.5322,0.2123,0.9385,1.3308,,0.1845,,100,100,100,100,100,100,8.136765881023095,-0.45793518048956366,6.479733486767948,-0.5552210093632391,-7.707962992795974,-0.6235203614921786,0.16949475670540626
0.2464,,3.2466,7.3456,,0.2563,7.3775,,,0.1825,0.3108,,,0.1943,100,100,100,100,100,100,34.60574449618978,-11.447468477483904,24.538615761524568,-3.8289562016937038,-26.375635675991326,-2.7142665399740626,0.7378330768951189
